fid,Riproietta
"3473",0.83742
"3474",0.80703
"3475",0.71885
"3476",0.81461
"3477",0.79726
"3478",0.84942
"3479",0.84405
"3480",0.76238
"3481",0.77077
"3482",0.81827
"3483",0.81543
"3484",0.83619
"3485",0.82024
"3486",0.80136
"3487",0.82885
"3488",0.82237
"3489",0.8258
"3490",0.82605
"3491",0.82681
"3492",0.85753
"3493",0.8805
"3494",0.84316
"3495",0.77642
"3496",0.72823
"3497",0.71941
"3498",0.79981
"3499",0.7451
"3500",0.79818
"3501",0.83596
"3502",0.79918
"3503",0.75567
"3504",0.76953
"3505",0.7379
"3506",0.68155
"3507",0.71172
"3508",0.77548
"3509",0.73366
"3510",0.82393
"3511",0.76437
"3512",0.90591
"3513",0.79449
"3514",0.76004
"3515",0.68478
"3516",0.75568
"3517",0.83333
"3518",0.80479
"3519",0.83014
"3520",0.81202
"3521",0.79199
"3522",0.8062
"3523",0.84019
"3524",0.79495
"3525",0.80204
"3526",0.67906
"3527",0.71857
"3528",0.7408
"3529",0.73444
"3530",0.77006
"3531",0.71038
"3532",0.68923
"3533",0.79033
"3534",0.68483
"3535",0.71523
"3536",0.78464
"3537",0.7363
"3538",0.80286
"3539",0.7585
"3540",0.77989
"3541",0.8255
"3542",0.8227
"3543",0.7429
"3544",0.81032
"3545",0.78434
"3546",0.79746
"3547",0.82529
"3548",0.8176
"3549",0.85513
"3550",0.75524
"3551",0.64377
"3552",0.66747
"3553",0.72665
"3554",0.70736
"3555",0.69501
"3556",0.68252
"3557",0.67054
"3558",0.66178
"3559",0.63191
"3560",0.69268
"3561",0.6648
"3562",0.66655
"3563",0.72114
"3564",0.68742
"3565",0.60042
"3566",0.71476
"3567",0.73402
"3568",0.66987
"3569",0.69471
"3570",0.66758
"3571",0.56807
"3572",0.5671
"3573",0.63761
"3574",0.59829
"3575",0.73592
"3576",0.80893
"3577",0.7574
"3578",0.7574
"3579",0.75123
"3580",0.65082
"3581",0.48049
"3582",0.4026
"3583",0.37605
"3584",0.33097
"3585",0.70961
"3586",0.7175
"3587",0.67322
"3588",0.78587
"3589",0.82871
"3590",0.82881
"3591",0.74981
"3592",0.72857
"3593",0.73302
"3594",0.71816
"3595",0.68691
"3596",0.74026
"3597",0.79947
"3598",0.76655
"3599",0.80072
"3600",0.81122
"3601",0.72756
"3602",0.7942
"3603",0.74215
"3604",0.79227
"3605",0.83707
"3606",0.7945
"3607",0.74052
"3608",0.74013
"3609",0.82844
"3610",0.81101
"3611",0.74903
"3612",0.73188
"3613",0.89823
"3614",0.81126
"3615",0.79237
"3616",0.77976
"3617",0.80952
"3618",0.76101
"3619",0.79598
"3620",0.74376
"3621",0.79851
"3622",0.87696
"3623",0.82768
"3624",0.8378
"3625",0.80247
"3626",0.83933
"3627",0.81673
"3628",0.70451
"3629",0.6665
"3630",0.73844
"3631",0.72908
"3632",0.74908
"3633",0.77143
"3634",0.84417
"3635",0.77829
"3636",0.75549
"3637",0.69842
"3638",0.67202
"3639",0.71604
"3640",0.78807
"3641",0.77689
"3642",0.80772
"3643",0.81851
"3644",0.82371
"3645",0.81981
"3646",0.73498
"3647",0.74681
"3648",0.78751
"3649",0.81397
"3650",0.80664
"3651",0.75847
"3652",0.74453
"3653",0.7027
"3654",0.67496
"3655",0.7485
"3656",0.79457
"3657",0.81651
"3658",0.67855
"3659",0.72242
"3660",0.72036
"3661",0.75072
"3662",0.77599
"3663",0.76183
"3664",0.72556
"3665",0.76009
"3666",0.72473
"3667",0.74759
"3668",0.80711
"3669",0.69892
"3670",0.77194
"3671",0.74244
"3672",0.78357
"3673",0.83013
"3674",0.83343
"3675",0.75995
"3676",0.83733
"3677",0.84193
"3678",0.82111
"3679",0.83333
"3680",0.81027
"3681",0.82737
"3682",0.76642
"3683",0.6576
"3684",0.66034
"3685",0.66767
"3686",0.66368
"3687",0.69002
"3688",0.72803
"3689",0.68823
"3690",0.70481
"3691",0.65084
"3692",0.67135
"3693",0.67658
"3694",0.67721
"3695",0.70586
"3696",0.67157
"3697",0.59763
"3698",0.63965
"3699",0.66655
"3700",0.67149
"3701",0.57116
"3702",0.70269
"3703",0.68529
"3704",0.58932
"3705",0.56605
"3706",0.62796
"3707",0.61607
"3708",0.58067
"3709",0.83478
"3710",0.69604
"3711",0.76299
"3712",0.65017
"3713",0.36585
"3714",0.5241
"3715",0.56629
"3716",0.67732
"3717",0.76685
"3718",0.76098
"3719",0.73571
"3720",0.86559
"3721",0.80165
"3722",0.8659
"3723",0.78755
"3724",0.76387
"3725",0.74878
"3726",0.6722
"3727",0.80463
"3728",0.72128
"3729",0.77917
"3730",0.7508
"3731",0.78756
"3732",0.76526
"3733",0.82378
"3734",0.7942
"3735",0.80761
"3736",0.81113
"3737",0.72021
"3738",0.71864
"3739",0.70932
"3740",0.76185
"3741",0.79983
"3742",0.68069
"3743",0.74858
"3744",0.7803
"3745",0.85094
"3746",0.80443
"3747",0.88168
"3748",0.82206
"3749",0.78629
"3750",0.78756
"3751",0.79165
"3752",0.75025
"3753",0.75503
"3754",0.7715
"3755",0.79573
"3756",0.8173
"3757",0.83981
"3758",0.81563
"3759",0.74959
"3760",0.72722
"3761",0.86673
"3762",0.80595
"3763",0.76536
"3764",0.7656
"3765",0.7764
"3766",0.85931
"3767",0.76722
"3768",0.77305
"3769",0.80322
"3770",0.74869
"3771",0.7764
"3772",0.80178
"3773",0.7801
"3774",0.82291
"3775",0.81818
"3776",0.79139
"3777",0.83681
"3778",0.70958
"3779",0.7794
"3780",0.80273
"3781",0.7753
"3782",0.83091
"3783",0.75948
"3784",0.67595
"3785",0.60782
"3786",0.52828
"3787",0.60044
"3788",0.7051
"3789",0.74602
"3790",0.71542
"3791",0.74549
"3792",0.72088
"3793",0.74491
"3794",0.76771
"3795",0.80582
"3796",0.72468
"3797",0.72651
"3798",0.76348
"3799",0.71345
"3800",0.75359
"3801",0.75985
"3802",0.79238
"3803",0.71919
"3804",0.75724
"3805",0.8617
"3806",0.82979
"3807",0.7843
"3808",0.82797
"3809",0.83861
"3810",0.84658
"3811",0.81318
"3812",0.83101
"3813",0.83977
"3814",0.79483
"3815",0.69225
"3816",0.67205
"3817",0.63193
"3818",0.68765
"3819",0.68932
"3820",0.7491
"3821",0.69666
"3822",0.69922
"3823",0.62549
"3824",0.66
"3825",0.705
"3826",0.7062
"3827",0.70908
"3828",0.67727
"3829",0.55609
"3830",0.59007
"3831",0.61347
"3832",0.64315
"3833",0.6823
"3834",0.72746
"3835",0.64622
"3836",0.64366
"3837",0.63758
"3838",0.64872
"3839",0.67511
"3840",0.71774
"3841",0.78932
"3842",0.76661
"3843",0.63442
"3844",0.48067
"3845",0.44615
"3846",0.7422
"3847",0.62291
"3848",0.69147
"3849",0.7473
"3850",0.80795
"3851",0.77473
"3852",0.82889
"3853",0.83705
"3854",0.90476
"3855",0.83932
"3856",0.82716
"3857",0.72327
"3858",0.66514
"3859",0.83231
"3860",0.73153
"3861",0.76351
"3862",0.73248
"3863",0.82215
"3864",0.77792
"3865",0.77064
"3866",0.77726
"3867",0.82665
"3868",0.84521
"3869",0.6
"3870",0.86644
"3871",0.70947
"3872",0.84985
"3873",0.79541
"3874",0.62673
"3875",0.67794
"3876",0.72546
"3877",0.80033
"3878",0.8246
"3879",0.85585
"3880",0.83506
"3881",0.72854
"3882",0.74535
"3883",0.70068
"3884",0.72538
"3885",0.70676
"3886",0.79865
"3887",0.82537
"3888",0.84419
"3889",0.83711
"3890",0.81769
"3891",0.79588
"3892",0.82005
"3893",0.84217
"3894",0.80358
"3895",0.83488
"3896",0.83357
"3897",0.76517
"3898",0.75511
"3899",0.71087
"3900",0.71287
"3901",0.74341
"3902",0.79941
"3903",0.79827
"3904",0.80843
"3905",0.84749
"3906",0.86599
"3907",0.84257
"3908",0.88158
"3909",0.86835
"3910",0.80217
"3911",0.73658
"3912",0.75899
"3913",0.80876
"3914",0.76852
"3915",0.79982
"3916",0.63829
"3917",0.56782
"3918",0.54293
"3919",0.53008
"3920",0.65938
"3921",0.72041
"3922",0.73942
"3923",0.70947
"3924",0.76792
"3925",0.72541
"3926",0.77924
"3927",0.80552
"3928",0.76483
"3929",0.77297
"3930",0.7482
"3931",0.78896
"3932",0.72961
"3933",0.73194
"3934",0.77224
"3935",0.69891
"3936",0.7739
"3937",0.8665
"3938",0.84615
"3939",0.86028
"3940",0.86161
"3941",0.8489
"3942",0.86558
"3943",0.83593
"3944",0.84192
"3945",0.86749
"3946",0.81321
"3947",0.67815
"3948",0.65187
"3949",0.63991
"3950",0.66314
"3951",0.68038
"3952",0.72497
"3953",0.71171
"3954",0.69046
"3955",0.63284
"3956",0.69384
"3957",0.6766
"3958",0.68841
"3959",0.70221
"3960",0.71008
"3961",0.5426
"3962",0.53697
"3963",0.55203
"3964",0.63052
"3965",0.70336
"3966",0.72727
"3967",0.67951
"3968",0.66418
"3969",0.64745
"3970",0.60638
"3971",0.70803
"3972",0.8104
"3973",0.70083
"3974",0.78692
"3975",0.39507
"3976",0.3977
"3977",0.66769
"3978",0.77405
"3979",0.69697
"3980",0.69605
"3981",0.78188
"3982",0.76155
"3983",0.78094
"3984",0.8299
"3985",0.83384
"3986",0.80747
"3987",0.802
"3988",0.83661
"3989",0.7577
"3990",0.75221
"3991",0.77866
"3992",0.76637
"3993",0.77742
"3994",0.73205
"3995",0.82041
"3996",0.84133
"3997",0.7965
"3998",0.79387
"3999",0.81692
"4000",0.8773
"4001",0.76672
"4002",0.7199
"4003",0.725
"4004",0.96848
"4005",0.7432
"4006",0.64352
"4007",0.74798
"4008",0.77282
"4009",0.78729
"4010",0.81679
"4011",0.79851
"4012",0.7178
"4013",0.76923
"4014",0.74713
"4015",0.75041
"4016",0.82827
"4017",0.7797
"4018",0.8715
"4019",0.76963
"4020",0.8385
"4021",0.80996
"4022",0.82942
"4023",0.82873
"4024",0.80793
"4025",0.8045
"4026",0.80174
"4027",0.7656
"4028",0.79448
"4029",0.79492
"4030",0.77963
"4031",0.73076
"4032",0.73569
"4033",0.75736
"4034",0.79942
"4035",0.7772
"4036",0.84847
"4037",0.84088
"4038",0.80306
"4039",0.82885
"4040",0.83221
"4041",0.82476
"4042",0.79386
"4043",0.701
"4044",0.74096
"4045",0.82065
"4046",0.79155
"4047",0.7391
"4048",0.52556
"4049",0.47805
"4050",0.51942
"4051",0.53416
"4052",0.61091
"4053",0.64425
"4054",0.71494
"4055",0.73713
"4056",0.77703
"4057",0.74652
"4058",0.81489
"4059",0.74405
"4060",0.78977
"4061",0.78014
"4062",0.72928
"4063",0.76603
"4064",0.73642
"4065",0.72577
"4066",0.78749
"4067",0.74172
"4068",0.81928
"4069",0.86471
"4070",0.82825
"4071",0.88984
"4072",0.86771
"4073",0.81513
"4074",0.81523
"4075",0.80348
"4076",0.83
"4077",0.81553
"4078",0.78882
"4079",0.70467
"4080",0.6558
"4081",0.70936
"4082",0.67509
"4083",0.67667
"4084",0.72609
"4085",0.66729
"4086",0.69371
"4087",0.66162
"4088",0.66701
"4089",0.64613
"4090",0.65286
"4091",0.67956
"4092",0.67686
"4093",0.52262
"4094",0.53901
"4095",0.53899
"4096",0.56885
"4097",0.67769
"4098",0.7374
"4099",0.77171
"4100",0.70876
"4101",0.63019
"4102",0.77694
"4103",0.7889
"4104",0.84231
"4105",0.80117
"4106",0.81691
"4107",0.31661
"4108",0.37105
"4109",0.66594
"4110",0.85265
"4111",0.83668
"4112",0.80357
"4113",0.78537
"4114",0.78706
"4115",0.81807
"4116",0.82088
"4117",0.81719
"4118",0.7965
"4119",0.80454
"4120",0.79397
"4121",0.81132
"4122",0.79466
"4123",0.83728
"4124",0.77175
"4125",0.78807
"4126",0.78689
"4127",0.78993
"4128",0.79355
"4129",0.81478
"4130",0.77766
"4131",0.81557
"4132",0.81629
"4133",0.7619
"4134",0.8059
"4135",0.78701
"4136",0.87513
"4137",0.86231
"4138",0.64765
"4139",0.78674
"4140",0.82057
"4141",0.83645
"4142",0.85972
"4143",0.84271
"4144",0.72669
"4145",0.74267
"4146",0.7406
"4147",0.73913
"4148",0.7538
"4149",0.75187
"4150",0.81461
"4151",0.72754
"4152",0.86061
"4153",0.78024
"4154",0.78674
"4155",0.78969
"4156",0.84868
"4157",0.79861
"4158",0.79135
"4159",0.76471
"4160",0.73733
"4161",0.73978
"4162",0.70329
"4163",0.69444
"4164",0.67873
"4165",0.6918
"4166",0.74695
"4167",0.77234
"4168",0.85287
"4169",0.79348
"4170",0.77025
"4171",0.80261
"4172",0.77037
"4173",0.81961
"4174",0.80266
"4175",0.71526
"4176",0.74581
"4177",0.7926
"4178",0.85048
"4179",0.65802
"4180",0.52561
"4181",0.53864
"4182",0.55862
"4183",0.51356
"4184",0.55712
"4185",0.63911
"4186",0.73812
"4187",0.71464
"4188",0.79838
"4189",0.73819
"4190",0.77398
"4191",0.74345
"4192",0.79865
"4193",0.77638
"4194",0.70668
"4195",0.73648
"4196",0.73992
"4197",0.7298
"4198",0.78222
"4199",0.86486
"4200",0.87142
"4201",0.86471
"4202",0.80715
"4203",0.85174
"4204",0.81838
"4205",0.78741
"4206",0.76638
"4207",0.77923
"4208",0.78336
"4209",0.83763
"4210",0.74984
"4211",0.73162
"4212",0.68504
"4213",0.70301
"4214",0.7047
"4215",0.72004
"4216",0.69473
"4217",0.65675
"4218",0.63409
"4219",0.66
"4220",0.6649
"4221",0.67333
"4222",0.66031
"4223",0.65652
"4224",0.62571
"4225",0.529
"4226",0.52131
"4227",0.56285
"4228",0.59671
"4229",0.68421
"4230",0.70745
"4231",0.76557
"4232",0.70132
"4233",0.66141
"4234",0.81516
"4235",0.82667
"4236",0.82033
"4237",0.78528
"4238",0.77602
"4239",0.49599
"4240",0.30571
"4241",0.69016
"4242",0.7852
"4243",0.78939
"4244",0.79733
"4245",0.8313
"4246",0.78264
"4247",0.82288
"4248",0.81964
"4249",0.80738
"4250",0.80143
"4251",0.79592
"4252",0.79612
"4253",0.80638
"4254",0.76526
"4255",0.79502
"4256",0.75966
"4257",0.81804
"4258",0.78246
"4259",0.76643
"4260",0.82178
"4261",0.87322
"4262",0.79745
"4263",0.73317
"4264",0.77935
"4265",0.73881
"4266",0.80578
"4267",0.7769
"4268",0.77913
"4269",0.79704
"4270",0.802
"4271",0.78701
"4272",0.82344
"4273",0.77383
"4274",0.75472
"4275",0.80139
"4276",0.7997
"4277",0.85874
"4278",0.80789
"4279",0.77574
"4280",0.8127
"4281",0.85842
"4282",0.74513
"4283",0.80205
"4284",0.80892
"4285",0.72652
"4286",0.81117
"4287",0.76902
"4288",0.80897
"4289",0.76303
"4290",0.76967
"4291",0.76683
"4292",0.76408
"4293",0.79278
"4294",0.72505
"4295",0.70787
"4296",0.74029
"4297",0.72627
"4298",0.73804
"4299",0.76083
"4300",0.8113
"4301",0.81711
"4302",0.77548
"4303",0.85085
"4304",0.7679
"4305",0.82953
"4306",0.76453
"4307",0.61402
"4308",0.72979
"4309",0.77904
"4310",0.75842
"4311",0.59317
"4312",0.50767
"4313",0.47296
"4314",0.57875
"4315",0.53633
"4316",0.59287
"4317",0.70717
"4318",0.74724
"4319",0.74587
"4320",0.73678
"4321",0.72591
"4322",0.81442
"4323",0.77105
"4324",0.79817
"4325",0.74433
"4326",0.71072
"4327",0.75427
"4328",0.77402
"4329",0.80021
"4330",0.81296
"4331",0.82663
"4332",0.84092
"4333",0.84855
"4334",0.80237
"4335",0.83952
"4336",0.78693
"4337",0.77594
"4338",0.76591
"4339",0.77955
"4340",0.80237
"4341",0.80681
"4342",0.73078
"4343",0.70947
"4344",0.75859
"4345",0.73338
"4346",0.67532
"4347",0.69709
"4348",0.66412
"4349",0.68551
"4350",0.68575
"4351",0.69107
"4352",0.63417
"4353",0.68543
"4354",0.7235
"4355",0.68283
"4356",0.65312
"4357",0.56237
"4358",0.53883
"4359",0.64975
"4360",0.68487
"4361",0.70442
"4362",0.69684
"4363",0.70022
"4364",0.78583
"4365",0.80185
"4366",0.78312
"4367",0.81862
"4368",0.80186
"4369",0.80025
"4370",0.8076
"4371",0.55597
"4372",0.31898
"4373",0.76564
"4374",0.77718
"4375",0.82099
"4376",0.81722
"4377",0.86247
"4378",0.8518
"4379",0.88157
"4380",0.81964
"4381",0.80339
"4382",0.78532
"4383",0.80573
"4384",0.8078
"4385",0.80134
"4386",0.82921
"4387",0.82776
"4388",0.80239
"4389",0.82338
"4390",0.81802
"4391",0.78182
"4392",0.83566
"4393",0.82764
"4394",0.81786
"4395",0.77205
"4396",0.84016
"4397",0.72807
"4398",0.77019
"4399",0.78462
"4400",0.78874
"4401",0.75205
"4402",0.82143
"4403",0.83429
"4404",0.87785
"4405",0.86053
"4406",0.89976
"4407",0.80101
"4408",0.84505
"4409",0.85362
"4410",0.73688
"4411",0.8306
"4412",0.78125
"4413",0.87361
"4414",0.76179
"4415",0.82721
"4416",0.77835
"4417",0.7772
"4418",0.79265
"4419",0.84962
"4420",0.80231
"4421",0.76636
"4422",0.80615
"4423",0.77332
"4424",0.82912
"4425",0.83221
"4426",0.78246
"4427",0.77778
"4428",0.75658
"4429",0.72957
"4430",0.77949
"4431",0.81779
"4432",0.82672
"4433",0.86711
"4434",0.85349
"4435",0.93466
"4436",0.84918
"4437",0.73405
"4438",0.75447
"4439",0.67437
"4440",0.78646
"4441",0.81673
"4442",0.77265
"4443",0.636
"4444",0.62184
"4445",0.58446
"4446",0.60741
"4447",0.61352
"4448",0.70378
"4449",0.76957
"4450",0.77599
"4451",0.65741
"4452",0.62605
"4453",0.74883
"4454",0.78361
"4455",0.77764
"4456",0.76539
"4457",0.76511
"4458",0.7803
"4459",0.78301
"4460",0.78729
"4461",0.77445
"4462",0.77107
"4463",0.83569
"4464",0.84409
"4465",0.81088
"4466",0.80052
"4467",0.79869
"4468",0.78004
"4469",0.76865
"4470",0.78019
"4471",0.77287
"4472",0.82752
"4473",0.78614
"4474",0.75448
"4475",0.7581
"4476",0.76631
"4477",0.76072
"4478",0.75658
"4479",0.73907
"4480",0.72272
"4481",0.71371
"4482",0.71831
"4483",0.68844
"4484",0.65681
"4485",0.67524
"4486",0.71744
"4487",0.6817
"4488",0.66678
"4489",0.58691
"4490",0.57527
"4491",0.75359
"4492",0.7266
"4493",0.70702
"4494",0.72514
"4495",0.77143
"4496",0.77181
"4497",0.79209
"4498",0.75445
"4499",0.771
"4500",0.75827
"4501",0.78639
"4502",0.79261
"4503",0.68544
"4504",0.35408
"4505",0.61347
"4506",0.77843
"4507",0.75642
"4508",0.81786
"4509",0.83216
"4510",0.83768
"4511",0.86647
"4512",0.81879
"4513",0.82252
"4514",0.78781
"4515",0.79479
"4516",0.81728
"4517",0.78648
"4518",0.77792
"4519",0.80963
"4520",0.80496
"4521",0.80607
"4522",0.79456
"4523",0.82059
"4524",0.88075
"4525",0.80557
"4526",0.79205
"4527",0.77102
"4528",0.78976
"4529",0.82081
"4530",0.81293
"4531",0.81866
"4532",0.79336
"4533",0.73229
"4534",0.7793
"4535",0.7703
"4536",0.78618
"4537",0.79977
"4538",0.8486
"4539",0.86476
"4540",0.86278
"4541",0.88016
"4542",0.7687
"4543",0.78056
"4544",0.78537
"4545",0.86516
"4546",0.80826
"4547",0.79511
"4548",0.68831
"4549",0.84738
"4550",0.81592
"4551",0.83092
"4552",0.827
"4553",0.83177
"4554",0.81165
"4555",0.67934
"4556",0.79948
"4557",0.82394
"4558",0.80852
"4559",0.81584
"4560",0.73314
"4561",0.69061
"4562",0.69515
"4563",0.76695
"4564",0.79857
"4565",0.84219
"4566",0.89186
"4567",0.85998
"4568",0.81716
"4569",0.77892
"4570",0.83858
"4571",0.81098
"4572",0.82534
"4573",0.79204
"4574",0.80589
"4575",0.7458
"4576",0.7492
"4577",0.72301
"4578",0.67783
"4579",0.73659
"4580",0.72441
"4581",0.75867
"4582",0.74878
"4583",0.61679
"4584",0.7052
"4585",0.76777
"4586",0.75406
"4587",0.7587
"4588",0.76518
"4589",0.77667
"4590",0.76672
"4591",0.75879
"4592",0.76862
"4593",0.79641
"4594",0.76423
"4595",0.80989
"4596",0.81677
"4597",0.79965
"4598",0.82872
"4599",0.80374
"4600",0.80868
"4601",0.75996
"4602",0.81543
"4603",0.81785
"4604",0.82245
"4605",0.72816
"4606",0.72135
"4607",0.78245
"4608",0.7985
"4609",0.77992
"4610",0.79371
"4611",0.77569
"4612",0.72162
"4613",0.7206
"4614",0.72499
"4615",0.72085
"4616",0.71276
"4617",0.69324
"4618",0.69406
"4619",0.65361
"4620",0.66107
"4621",0.64788
"4622",0.70727
"4623",0.74289
"4624",0.72979
"4625",0.75481
"4626",0.77411
"4627",0.78084
"4628",0.76926
"4629",0.79168
"4630",0.78121
"4631",0.81048
"4632",0.81981
"4633",0.78688
"4634",0.78837
"4635",0.76946
"4636",0.38531
"4637",0.49432
"4638",0.80365
"4639",0.76724
"4640",0.78508
"4641",0.78286
"4642",0.81175
"4643",0.8125
"4644",0.81714
"4645",0.82495
"4646",0.83281
"4647",0.82418
"4648",0.84132
"4649",0.81048
"4650",0.81724
"4651",0.8177
"4652",0.79659
"4653",0.8283
"4654",0.81673
"4655",0.79039
"4656",0.86915
"4657",0.8248
"4658",0.81243
"4659",0.76806
"4660",0.74935
"4661",0.76516
"4662",0.80438
"4663",0.80314
"4664",0.78187
"4665",0.79464
"4666",0.78694
"4667",0.76081
"4668",0.83544
"4669",0.92468
"4670",0.85
"4671",0.85071
"4672",0.86396
"4673",0.80874
"4674",0.80271
"4675",0.78385
"4676",0.79275
"4677",0.80474
"4678",0.81847
"4679",0.80938
"4680",0.80952
"4681",0.85008
"4682",0.76965
"4683",0.74797
"4684",0.74722
"4685",0.8103
"4686",0.7799
"4687",0.77638
"4688",0.79053
"4689",0.77086
"4690",0.8069
"4691",0.81179
"4692",0.80109
"4693",0.80175
"4694",0.75518
"4695",0.77865
"4696",0.78696
"4697",0.81957
"4698",0.87185
"4699",0.88112
"4700",0.84409
"4701",0.88849
"4702",0.9023
"4703",0.79908
"4704",0.83828
"4705",0.81164
"4706",0.79396
"4707",0.76186
"4708",0.74895
"4709",0.76923
"4710",0.76408
"4711",0.79284
"4712",0.69329
"4713",0.69268
"4714",0.65879
"4715",0.68141
"4716",0.74198
"4717",0.71997
"4718",0.81076
"4719",0.73821
"4720",0.76953
"4721",0.80242
"4722",0.76568
"4723",0.78095
"4724",0.78772
"4725",0.74924
"4726",0.72558
"4727",0.76955
"4728",0.74944
"4729",0.76929
"4730",0.81341
"4731",0.77536
"4732",0.78512
"4733",0.80302
"4734",0.83333
"4735",0.8049
"4736",0.82181
"4737",0.70607
"4738",0.74788
"4739",0.78244
"4740",0.76772
"4741",0.74266
"4742",0.75397
"4743",0.7457
"4744",0.71291
"4745",0.72096
"4746",0.70954
"4747",0.75809
"4748",0.7251
"4749",0.71984
"4750",0.72837
"4751",0.68922
"4752",0.67672
"4753",0.62481
"4754",0.7484
"4755",0.74511
"4756",0.78232
"4757",0.77099
"4758",0.76401
"4759",0.76873
"4760",0.74369
"4761",0.7945
"4762",0.76712
"4763",0.76045
"4764",0.84345
"4765",0.82069
"4766",0.77852
"4767",0.77715
"4768",0.54887
"4769",0.31502
"4770",0.72747
"4771",0.75704
"4772",0.74603
"4773",0.76011
"4774",0.78893
"4775",0.79517
"4776",0.83662
"4777",0.77768
"4778",0.80754
"4779",0.79668
"4780",0.80537
"4781",0.81435
"4782",0.80933
"4783",0.80058
"4784",0.76787
"4785",0.82115
"4786",0.83621
"4787",0.80314
"4788",0.80837
"4789",0.8042
"4790",0.84127
"4791",0.73511
"4792",0.65805
"4793",0.77412
"4794",0.82373
"4795",0.81279
"4796",0.85123
"4797",0.8758
"4798",0.80653
"4799",0.75902
"4800",0.80463
"4801",0.82868
"4802",0.8127
"4803",0.8398
"4804",0.87145
"4805",0.80145
"4806",0.81031
"4807",0.75908
"4808",0.77858
"4809",0.81123
"4810",0.86044
"4811",0.78914
"4812",0.80313
"4813",0.83118
"4814",0.84933
"4815",0.76709
"4816",0.77034
"4817",0.82378
"4818",0.78812
"4819",0.83843
"4820",0.84346
"4821",0.82883
"4822",0.82027
"4823",0.82544
"4824",0.85058
"4825",0.8208
"4826",0.78065
"4827",0.86763
"4828",0.73951
"4829",0.78656
"4830",0.80256
"4831",0.81245
"4832",0.80426
"4833",0.83958
"4834",0.81989
"4835",0.84421
"4836",0.83982
"4837",0.85805
"4838",0.82503
"4839",0.79381
"4840",0.76471
"4841",0.73625
"4842",0.73401
"4843",0.80752
"4844",0.67687
"4845",0.715
"4846",0.67381
"4847",0.68141
"4848",0.79795
"4849",0.7131
"4850",0.78917
"4851",0.72351
"4852",0.79351
"4853",0.8
"4854",0.75281
"4855",0.77509
"4856",0.81006
"4857",0.79753
"4858",0.77824
"4859",0.7993
"4860",0.78394
"4861",0.80766
"4862",0.80176
"4863",0.82048
"4864",0.82618
"4865",0.83002
"4866",0.79335
"4867",0.75993
"4868",0.78925
"4869",0.71991
"4870",0.72345
"4871",0.78866
"4872",0.7576
"4873",0.74655
"4874",0.71731
"4875",0.71402
"4876",0.71589
"4877",0.68827
"4878",0.69203
"4879",0.79907
"4880",0.73752
"4881",0.74977
"4882",0.72684
"4883",0.71297
"4884",0.70542
"4885",0.63237
"4886",0.74515
"4887",0.7628
"4888",0.75706
"4889",0.7325
"4890",0.74116
"4891",0.77233
"4892",0.72565
"4893",0.75247
"4894",0.79335
"4895",0.75
"4896",0.81679
"4897",0.80287
"4898",0.74727
"4899",0.77894
"4900",0.68831
"4901",0.35643
"4902",0.51692
"4903",0.77908
"4904",0.74115
"4905",0.75849
"4906",0.79728
"4907",0.81605
"4908",0.80304
"4909",0.77081
"4910",0.77281
"4911",0.78534
"4912",0.7843
"4913",0.82827
"4914",0.78841
"4915",0.71046
"4916",0.77489
"4917",0.82155
"4918",0.83971
"4919",0.81145
"4920",0.80947
"4921",0.78286
"4922",0.84296
"4923",0.76894
"4924",0.8503
"4925",0.80033
"4926",0.84077
"4927",0.8228
"4928",0.80616
"4929",0.83556
"4930",0.81425
"4931",0.72289
"4932",0.81685
"4933",0.82773
"4934",0.84284
"4935",0.71935
"4936",0.81471
"4937",0.82425
"4938",0.84625
"4939",0.88484
"4940",0.76698
"4941",0.84949
"4942",0.8725
"4943",0.79621
"4944",0.836
"4945",0.84777
"4946",0.82388
"4947",0.81435
"4948",0.82927
"4949",0.83346
"4950",0.78905
"4951",0.80179
"4952",0.83824
"4953",0.84944
"4954",0.84078
"4955",0.85593
"4956",0.85477
"4957",0.78841
"4958",0.87758
"4959",0.86935
"4960",0.72664
"4961",0.71095
"4962",0.82824
"4963",0.81837
"4964",0.80983
"4965",0.78534
"4966",0.77032
"4967",0.83381
"4968",0.7916
"4969",0.78582
"4970",0.80046
"4971",0.78803
"4972",0.7321
"4973",0.76266
"4974",0.76931
"4975",0.83097
"4976",0.78373
"4977",0.72981
"4978",0.74416
"4979",0.80369
"4980",0.78373
"4981",0.75
"4982",0.79956
"4983",0.74885
"4984",0.77435
"4985",0.79348
"4986",0.76199
"4987",0.78796
"4988",0.7803
"4989",0.78429
"4990",0.78593
"4991",0.81422
"4992",0.79426
"4993",0.81023
"4994",0.78825
"4995",0.8372
"4996",0.84318
"4997",0.7947
"4998",0.78864
"4999",0.77492
"5000",0.78702
"5001",0.76667
"5002",0.74632
"5003",0.75592
"5004",0.75986
"5005",0.77844
"5006",0.76739
"5007",0.77816
"5008",0.67047
"5009",0.67848
"5010",0.72754
"5011",0.74293
"5012",0.74293
"5013",0.71412
"5014",0.71497
"5015",0.70152
"5016",0.74768
"5017",0.61905
"5018",0.71506
"5019",0.75225
"5020",0.76044
"5021",0.74917
"5022",0.71355
"5023",0.74888
"5024",0.76338
"5025",0.76609
"5026",0.79335
"5027",0.78524
"5028",0.80363
