fid,w46585_s10
"6679",885.62628
"6680",884.62079
"6681",883.59589
"6682",882.42517
"6683",880.95923
"6684",878.90503
"6685",876.84027
"6686",874.80438
"6687",871.41888
"6688",867.32452
"6689",863.22998
"6690",859.13568
"6691",855.04132
"6692",850.76099
"6693",846.19421
"6694",841.71478
"6695",837.23547
"6696",832.75623
"6697",828.23352
"6698",822.69739
"6699",816.17072
"6700",809.6441
"6701",803.39532
"6702",798.73431
"6703",794.96582
"6704",791.25891
"6705",787.60388
"6706",783.94958
"6707",780.29529
"6708",776.64093
"6709",772.81
"6710",768.83502
"6711",764.86011
"6712",760.87708
"6713",756.88391
"6714",752.88953
"6715",748.9939
"6716",745.33582
"6717",741.71069
"6718",738.19373
"6719",734.68433
"6720",731.17499
"6721",727.66559
"6722",724.42657
"6723",722.06158
"6724",719.70941
"6725",717.36761
"6726",715.0257
"6727",712.68378
"6728",710.34198
"6729",708.00018
"6730",705.65839
"6731",703.31659
"6732",700.97479
"6733",948.95428
"6734",951.94702
"6735",954.64288
"6736",957.33893
"6737",960.03491
"6738",962.53192
"6739",964.64471
"6740",966.55682
"6741",968.35968
"6742",969.96558
"6743",971.47919
"6744",972.45313
"6745",972.72491
"6746",973.24768
"6747",973.77228
"6748",974.27008
"6749",974.61871
"6750",974.94452
"6751",975.21082
"6752",975.36877
"6753",975.49738
"6754",975.23071
"6755",973.86401
"6756",971.50311
"6757",969.10468
"6758",966.7063
"6759",964.30792
"6760",961.90942
"6761",959.51099
"6762",957.11249
"6763",954.71411
"6764",952.33521
"6765",950.36572
"6766",948.66803
"6767",947.18738
"6768",945.70679
"6769",944.2262
"6770",942.74573
"6771",941.26147
"6772",939.60413
"6773",939.47443
"6774",939.83649
"6775",940.19861
"6776",940.90582
"6777",941.30981
"6778",940.29199
"6779",938.60168
"6780",935.90582
"6781",934.1947
"6782",933.85168
"6783",933.50861
"6784",933.16559
"6785",932.82251
"6786",932.47937
"6787",932.49451
"6788",932.60992
"6789",931.57483
"6790",930.47583
"6791",929.33392
"6792",927.47662
"6793",925.22162
"6794",922.03308
"6795",918.46448
"6796",914.73358
"6797",910.96997
"6798",907.07867
"6799",902.92932
"6800",900.17468
"6801",897.64758
"6802",894.94818
"6803",894.349
"6804",894.20782
"6805",893.52728
"6806",892.84021
"6807",892.15308
"6808",891.46613
"6809",890.57739
"6810",889.5719
"6811",888.56628
"6812",887.53943
"6813",886.36218
"6814",885.1377
"6815",883.43073
"6816",881.36603
"6817",879.30127
"6818",877.01453
"6819",873.75989
"6820",869.75562
"6821",865.71918
"6822",861.68311
"6823",857.62842
"6824",852.58392
"6825",847.57831
"6826",843.099
"6827",838.61963
"6828",834.14032
"6829",829.48682
"6830",824.04529
"6831",817.59448
"6832",811.06787
"6833",805.04028
"6834",800.2453
"6835",796.31201
"6836",792.53558
"6837",788.78442
"6838",785.10522
"6839",781.45093
"6840",777.79651
"6841",774.05939
"6842",770.09198
"6843",766.11713
"6844",762.14221
"6845",758.16418
"6846",754.17358
"6847",750.21411
"6848",746.51038
"6849",742.93872
"6850",739.42938
"6851",735.91968
"6852",732.27887
"6853",728.48358
"6854",724.92047
"6855",722.6358
"6856",720.48132
"6857",718.32111
"6858",716.09058
"6859",713.84241
"6860",711.56848
"6861",709.22662
"6862",706.88483
"6863",704.54303
"6864",702.20117
"6865",948.80328
"6866",951.83881
"6867",954.53479
"6868",957.23071
"6869",959.9267
"6870",962.62268
"6871",965.31873
"6872",967.83118
"6873",969.95947
"6874",971.72772
"6875",973.32202
"6876",974.67548
"6877",975.08917
"6878",975.26727
"6879",975.39423
"6880",975.52118
"6881",975.64819
"6882",975.77509
"6883",975.97052
"6884",976.26477
"6885",976.35779
"6886",976.10577
"6887",975.50488
"6888",974.19952
"6889",971.90863
"6890",969.51251
"6891",967.11639
"6892",964.72021
"6893",962.32422
"6894",959.9516
"6895",957.82428
"6896",956.21918
"6897",954.89978
"6898",952.81128
"6899",950.75598
"6900",949.00812
"6901",947.50781
"6902",946.02722
"6903",944.52612
"6904",943.40448
"6905",943.71851
"6906",944.08063
"6907",944.44269
"6908",944.90808
"6909",945.04578
"6910",943.98999
"6911",941.91418
"6912",939.21838
"6913",936.96417
"6914",936.47467
"6915",936.13171
"6916",935.78857
"6917",935.44562
"6918",935.24762
"6919",935.70563
"6920",935.49707
"6921",934.44989
"6922",933.35101
"6923",931.89581
"6924",929.78198
"6925",927.65363
"6926",925.42798
"6927",922.28198
"6928",918.24951
"6929",913.91241
"6930",909.40991
"6931",905.35632
"6932",903.17218
"6933",901.15662
"6934",898.82898
"6935",897.71033
"6936",897.10602
"6937",896.41882
"6938",895.73181
"6939",895.04468
"6940",894.35773
"6941",893.51727
"6942",892.51178
"6943",891.48279
"6944",890.29932
"6945",889.07483
"6946",887.79828
"6947",885.8916
"6948",883.8269
"6949",881.66052
"6950",879.04169
"6951",876.07428
"6952",872.44971
"6953",868.41351
"6954",864.37732
"6955",859.88641
"6956",854.32202
"6957",848.98993
"6958",844.48322
"6959",840.00378
"6960",835.52441
"6961",830.64758
"6962",825.32568
"6963",819.01831
"6964",812.49158
"6965",806.80792
"6966",801.88263
"6967",797.66718
"6968",793.89093
"6969",790.11469
"6970",786.33911
"6971",782.61542
"6972",778.95203
"6973",775.27069
"6974",771.349
"6975",767.37402
"6976",763.39899
"6977",759.42419
"6978",755.44843
"6979",751.4632
"6980",747.70239
"6981",744.15338
"6982",740.48108
"6983",736.65503
"6984",732.79602
"6985",728.93689
"6986",725.27368
"6987",722.88892
"6988",720.73438
"6989",718.5799
"6990",716.42542
"6991",714.27087
"6992",712.11627
"6993",709.96191
"6994",707.80737
"6995",705.58948
"6996",703.34131
"6997",948.65222
"6998",951.73059
"6999",954.42657
"7000",957.12262
"7001",959.81848
"7002",962.51453
"7003",965.21051
"7004",967.90649
"7005",970.60248
"7006",973.12598
"7007",974.88312
"7008",975.43842
"7009",975.80408
"7010",975.9585
"7011",976.08557
"7012",976.21252
"7013",976.34918
"7014",976.57751
"7015",976.87848
"7016",977.19812
"7017",977.21808
"7018",976.98938
"7019",976.33069
"7020",975.61938
"7021",974.51721
"7022",972.29413
"7023",969.89789
"7024",967.52972
"7025",965.41052
"7026",963.56183
"7027",961.86798
"7028",961.18488
"7029",959.61169
"7030",957.54352
"7031",955.40839
"7032",953.27332
"7033",951.1825
"7034",949.36377
"7035",947.83893
"7036",947.60052
"7037",947.96252
"7038",948.32471
"7039",948.68683
"7040",949.03601
"7041",948.75848
"7042",947.60217
"7043",945.22681
"7044",942.53088
"7045",939.93201
"7046",939.09778
"7047",938.7547
"7048",938.41168
"7049",938.10712
"7050",938.3877
"7051",938.8924
"7052",938.37848
"7053",937.32507
"7054",936.15558
"7055",934.21558
"7056",932.08722
"7057",929.95892
"7058",927.81842
"7059",924.79419
"7060",920.42822
"7061",915.9256
"7062",911.4231
"7063",908.09613
"7064",906.0863
"7065",904.07648
"7066",902.06787
"7067",900.86432
"7068",900.08533
"7069",899.32288
"7070",898.62341
"7071",897.93628
"7072",897.24921
"7073",896.45728
"7074",895.42609
"7075",894.23651
"7076",893.0119
"7077",891.78741
"7078",890.38507
"7079",888.35248
"7080",886.20062
"7081",883.85248
"7082",881.01367
"7083",878.05957
"7084",874.98938
"7085",871.10773
"7086",866.97211
"7087",861.68512
"7088",856.06018
"7089",850.53418
"7090",845.86719
"7091",841.388
"7092",836.86108
"7093",831.78461
"7094",826.57129
"7095",820.44202
"7096",813.93329
"7097",808.5755
"7098",803.65033
"7099",799.04572
"7100",795.24609
"7101",791.46991
"7102",787.6936
"7103",783.9173
"7104",780.15277
"7105",776.45343
"7106",772.6059
"7107",768.63092
"7108",764.65601
"7109",760.68109
"7110",756.71411
"7111",752.75049
"7112",748.78162
"7113",744.82648
"7114",740.96753
"7115",737.10828
"7116",733.24921
"7117",729.39008
"7118",725.62677
"7119",723.14203
"7120",720.98743
"7121",718.83289
"7122",716.67853
"7123",714.52393
"7124",712.36938
"7125",710.2149
"7126",708.06042
"7127",705.90588
"7128",703.79199
"7129",948.50177
"7130",951.62238
"7131",954.31842
"7132",957.01428
"7133",959.71033
"7134",962.40631
"7135",965.10217
"7136",967.7981
"7137",970.49402
"7138",973.18988
"7139",975.20398
"7140",975.80103
"7141",976.30243
"7142",976.63489
"7143",976.77692
"7144",976.92822
"7145",977.1947
"7146",977.49481
"7147",977.79932
"7148",978.14117
"7149",978.10883
"7150",977.86761
"7151",977.15662
"7152",976.44519
"7153",975.73389
"7154",974.82178
"7155",972.99689
"7156",971.15222
"7157",969.35242
"7158",967.55249
"7159",966.83521
"7160",966.01868
"7161",964.32361
"7162",962.27557
"7163",960.1405
"7164",958.00537
"7165",955.8703
"7166",953.67542
"7167",951.55951
"7168",951.41217
"7169",951.68951
"7170",951.96661
"7171",952.2439
"7172",952.51947
"7173",951.99408
"7174",950.85889
"7175",948.53668
"7176",945.84338
"7177",943.14752
"7178",941.72083
"7179",941.37769
"7180",941.03473
"7181",941.0697
"7182",941.60138
"7183",941.95697
"7184",941.26001
"7185",940.2002
"7186",938.64941
"7187",936.521
"7188",934.39258
"7189",932.26428
"7190",929.74261
"7191",926.44141
"7192",922.44128
"7193",917.93878
"7194",913.54431
"7195",911.01007
"7196",909.00043
"7197",906.8905
"7198",905.0918
"7199",904.4184
"7200",903.59332
"7201",902.73877
"7202",901.88422
"7203",901.03369
"7204",900.24597
"7205",899.37921
"7206",898.17358
"7207",896.9491
"7208",895.72449
"7209",894.49988
"7210",892.87817
"7211",890.7406
"7212",888.44189
"7213",885.93048
"7214",882.98572
"7215",880.03149
"7216",877.07727
"7217",873.76947
"7218",869.0481
"7219",863.42322
"7220",857.79828
"7221",852.17328
"7222",847.25128
"7223",842.77209
"7224",838.11243
"7225",832.92157
"7226",827.70923
"7227",821.86578
"7228",815.50391
"7229",810.34308
"7230",805.41779
"7231",800.57867
"7232",796.60132
"7233",792.82507
"7234",789.04883
"7235",785.27258
"7236",781.49628
"7237",777.71942
"7238",773.89117
"7239",769.93793
"7240",765.98529
"7241",762.03271
"7242",758.08081
"7243",754.13623
"7244",750.14252
"7245",745.74542
"7246",741.49268
"7247",737.56152
"7248",733.70251
"7249",729.84338
"7250",725.99463
"7251",723.39502
"7252",721.24048
"7253",719.086
"7254",716.93152
"7255",714.77692
"7256",712.62238
"7257",710.48358
"7258",708.39838
"7259",706.42529
"7260",704.61188
"7261",948.12799
"7262",951.25177
"7263",953.98022
"7264",956.70648
"7265",959.42047
"7266",962.13281
"7267",964.84479
"7268",967.55701
"7269",970.26923
"7270",972.97852
"7271",975.10962
"7272",975.75189
"7273",976.35577
"7274",976.9928
"7275",977.47198
"7276",977.81201
"7277",978.11121
"7278",978.41528
"7279",978.72638
"7280",979.06012
"7281",979.04059
"7282",978.69373
"7283",977.9823
"7284",977.271
"7285",976.66492
"7286",976.354
"7287",975.77582
"7288",974.80042
"7289",973.34302
"7290",972.22601
"7291",972.14038
"7292",970.71039
"7293",969.03552
"7294",967.00769
"7295",964.87262
"7296",962.66138
"7297",960.22607
"7298",957.6264
"7299",955.23358
"7300",954.67212
"7301",954.93872
"7302",955.21588
"7303",955.49298
"7304",955.67438
"7305",954.99622
"7306",953.4281
"7307",951.39587
"7308",949.11542
"7309",946.46008
"7310",944.3891
"7311",944.00079
"7312",943.81989
"7313",944.28351
"7314",944.81519
"7315",944.98877
"7316",944.14148
"7317",942.95062
"7318",940.95471
"7319",938.82642
"7320",936.69812
"7321",934.43909
"7322",931.27301
"7323",927.93433
"7324",924.37952
"7325",919.95203
"7326",916.02502
"7327",913.92419
"7328",911.74408
"7329",909.54132
"7330",908.51782
"7331",907.95752
"7332",907.18982
"7333",906.33508
"7334",905.48071
"7335",904.6261
"7336",903.7356
"7337",902.38538
"7338",900.995
"7339",899.68188
"7340",898.43701
"7341",897.19208
"7342",895.2807
"7343",892.98682
"7344",890.66461
"7345",887.91168
"7346",884.95758
"7347",882.00342
"7348",879.02692
"7349",875.70343
"7350",870.74237
"7351",865.16132
"7352",859.53638
"7353",853.91162
"7354",848.64203
"7355",844.15613
"7356",839.27112
"7357",834.05872
"7358",828.84637
"7359",823.27557
"7360",817.09961
"7361",812.11072
"7362",807.18542
"7363",802.26007
"7364",797.95673
"7365",794.18042
"7366",790.40411
"7367",786.62769
"7368",782.84821
"7369",779.06042
"7370",775.25623
"7371",771.32977
"7372",767.3772
"7373",763.42578
"7374",759.4826
"7375",755.54272
"7376",751.60303
"7377",747.34418
"7378",742.86652
"7379",738.40558
"7380",734.20477
"7381",730.29657
"7382",726.4375
"7383",723.64801
"7384",721.49353
"7385",719.33899
"7386",717.18872
"7387",715.08679
"7388",713.03259
"7389",711.03552
"7390",709.17969
"7391",707.41309
"7392",705.64648
"7393",947.02441
"7394",950.31122
"7395",953.08118
"7396",955.80957
"7397",958.53802
"7398",961.26642
"7399",963.99481
"7400",966.69971
"7401",969.3728
"7402",971.97247
"7403",974.42383
"7404",975.47632
"7405",976.09711
"7406",976.68872
"7407",977.24268
"7408",977.99908
"7409",978.70538
"7410",979.24078
"7411",979.66241
"7412",979.97339
"7413",980.00537
"7414",979.51947
"7415",978.84668
"7416",978.38843
"7417",978.08521
"7418",977.94501
"7419",977.36938
"7420",976.65057
"7421",975.97919
"7422",975.86877
"7423",975.74463
"7424",974.89832
"7425",973.6853
"7426",971.64752
"7427",969.19592
"7428",966.59619
"7429",963.99652
"7430",961.39673
"7431",958.995
"7432",958.09961
"7433",958.18781
"7434",958.46509
"7435",958.74237
"7436",958.80011
"7437",957.83228
"7438",955.92499
"7439",953.89282
"7440",951.86072
"7441",949.69409
"7442",947.31592
"7443",946.66803
"7444",946.96558
"7445",947.49738
"7446",948.02911
"7447",947.89832
"7448",947.02283
"7449",945.38831
"7450",943.26031
"7451",941.13202
"7452",938.98657
"7453",936.10461
"7454",932.76581
"7455",929.42712
"7456",926.07788
"7457",921.96509
"7458",918.84808
"7459",916.5976
"7460",914.16241
"7461",912.82788
"7462",911.96777
"7463",911.45642
"7464",910.78607
"7465",909.93158
"7466",909.07703
"7467",908.22247
"7468",907.01019
"7469",905.43622
"7470",904.02881
"7471",902.65778
"7472",901.28699
"7473",899.77661
"7474",897.53168
"7475",895.21722
"7476",892.79028
"7477",889.88361
"7478",886.9295
"7479",883.75171
"7480",880.16998
"7481",876.49823
"7482",871.91101
"7483",866.67407
"7484",861.25421
"7485",855.6496
"7486",850.16541
"7487",845.48877
"7488",840.40808
"7489",835.1958
"7490",829.9834
"7491",824.57782
"7492",818.80359
"7493",813.8783
"7494",808.953
"7495",804.02771
"7496",799.35712
"7497",795.53558
"7498",791.7583
"7499",787.97418
"7500",784.18457
"7501",780.3949
"7502",776.60529
"7503",772.7218
"7504",768.77087
"7505",764.82898
"7506",760.88928
"7507",756.94952
"7508",753.0097
"7509",748.92902
"7510",744.46509
"7511",739.98749
"7512",735.50989
"7513",731.0719
"7514",726.91687
"7515",723.90112
"7516",721.7804
"7517",719.70477
"7518",717.67761
"7519",715.66132
"7520",713.76099
"7521",711.98102
"7522",710.21442
"7523",708.44781
"7524",706.68121
"7525",945.89832
"7526",949.29303
"7527",952.18219
"7528",954.91052
"7529",957.62958
"7530",960.31268
"7531",962.96002
"7532",965.59802
"7533",968.19061
"7534",970.7276
"7535",973.26178
"7536",975.14722
"7537",975.70422
"7538",976.19379
"7539",976.72827
"7540",977.46588
"7541",978.22113
"7542",978.97021
"7543",979.67871
"7544",980.47052
"7545",980.89642
"7546",980.51208
"7547",980.1651
"7548",979.84833
"7549",979.63141
"7550",979.5448
"7551",978.96289
"7552",978.25671
"7553",977.7663
"7554",977.65363
"7555",977.43512
"7556",976.83533
"7557",976.12921
"7558",974.99561
"7559",972.96631
"7560",970.36658
"7561",967.76678
"7562",965.16718
"7563",962.81561
"7564",961.72137
"7565",961.45428
"7566",961.71442
"7567",961.99152
"7568",961.86932
"7569",960.4541
"7570",958.42188
"7571",956.38977
"7572",954.35773
"7573",952.32538
"7574",950.22491
"7575",949.5177
"7576",949.89532
"7577",950.26727
"7578",950.52417
"7579",950.50378
"7580",949.66241
"7581",947.69421
"7582",945.56592
"7583",943.43652
"7584",940.90259
"7585",937.59741
"7586",934.25873
"7587",930.91992
"7588",927.58118
"7589",924.12793
"7590",921.4433
"7591",918.90613
"7592",917.15039
"7593",916.24591
"7594",915.41772
"7595",914.93817
"7596",914.37848
"7597",913.52802
"7598",912.67352
"7599",911.6264
"7600",910.07501
"7601",908.48688
"7602",907.06549
"7603",905.69458
"7604",904.32373
"7605",902.33221
"7606",899.78979
"7607",897.44757
"7608",894.80969
"7609",891.72198
"7610",888.23041
"7611",884.55859
"7612",880.88672
"7613",877.21478
"7614",872.9295
"7615",867.71143
"7616",862.49329
"7617",857.23297
"7618",851.76678
"7619",846.73798
"7620",841.54523
"7621",836.33282
"7622",831.12048
"7623",825.85828
"7624",820.57123
"7625",815.64587
"7626",810.72058
"7627",805.79529
"7628",800.91687
"7629",796.8866
"7630",793.099
"7631",789.31689
"7632",785.53638
"7633",781.75598
"7634",777.97559
"7635",774.15637
"7636",770.22961
"7637",766.29901
"7638",762.36829
"7639",758.43781
"7640",754.5072
"7641",750.49548
"7642",746.03778
"7643",741.5119
"7644",737.02289
"7645",732.53387
"7646",728.04498
"7647",724.3493
"7648",722.32257
"7649",720.29688
"7650",718.34839
"7651",716.54901
"7652",714.78229
"7653",713.01569
"7654",711.24512
"7655",709.45929
"7656",707.67242
"7657",944.76617
"7658",948.1864
"7659",951.24658
"7660",953.9079
"7661",956.54602
"7662",959.18402
"7663",961.8219
"7664",964.40869
"7665",966.94373
"7666",969.47223
"7667",971.94458
"7668",973.96057
"7669",975.18402
"7670",975.69873
"7671",976.21417
"7672",976.93231
"7673",977.68658
"7674",978.41089
"7675",979.22937
"7676",980.15472
"7677",981.07458
"7678",981.74152
"7679",981.625
"7680",981.33398
"7681",981.23688
"7682",981.14447
"7683",980.55658
"7684",979.97711
"7685",979.58868
"7686",979.43842
"7687",979.12549
"7688",978.5188
"7689",977.46082
"7690",976.32953
"7691",975.53247
"7692",974.0105
"7693",971.53729
"7694",968.93762
"7695",966.65472
"7696",965.38031
"7697",964.89478
"7698",964.96362
"7699",965.24078
"7700",964.78192
"7701",962.95099
"7702",960.91888
"7703",958.88672
"7704",956.85468
"7705",954.86688
"7706",952.79541
"7707",951.98572
"7708",952.08783
"7709",952.18982
"7710",952.29187
"7711",952.38098
"7712",951.46521
"7713",949.90973
"7714",947.87042
"7715",945.60309
"7716",942.42908
"7717",939.09027
"7718",935.80591
"7719",932.62982
"7720",929.52588
"7721",926.51251
"7722",923.73621
"7723",921.57678
"7724",920.56842
"7725",919.66388
"7726",918.86768
"7727",918.4201
"7728",917.92792
"7729",917.12439
"7730",916.20453
"7731",914.73279
"7732",913.13977
"7733",911.54681
"7734",910.10217
"7735",908.73132
"7736",907.24481
"7737",904.83698
"7738",902.23767
"7739",899.63562
"7740",896.4234
"7741",892.79572
"7742",889.16748
"7743",885.53943
"7744",881.91107
"7745",878.28302
"7746",873.87079
"7747",868.64362
"7748",863.41681
"7749",858.19012
"7750",852.96252
"7751",847.91241
"7752",842.70227
"7753",837.49219
"7754",832.28223
"7755",827.11627
"7756",822.33667
"7757",817.58807
"7758",812.80188
"7759",807.91992
"7760",803.0174
"7761",798.54993
"7762",794.77863
"7763",791.00739
"7764",787.23608
"7765",783.4649
"7766",779.6936
"7767",775.9176
"7768",772.0376
"7769",768.11621
"7770",764.19482
"7771",760.27338
"7772",756.26038
"7773",752.14648
"7774",747.77881
"7775",743.14258
"7776",738.50641
"7777",733.92322
"7778",729.36951
"7779",725.21442
"7780",722.9549
"7781",721.1123
"7782",719.32593
"7783",717.53912
"7784",715.73859
"7785",713.93152
"7786",712.12439
"7787",710.31732
"7788",708.51007
"7789",943.5824
"7790",946.88953
"7791",950.0683
"7792",952.7699
"7793",955.40802
"7794",958.04388
"7795",960.62561
"7796",963.15521
"7797",965.65698
"7798",968.13397
"7799",970.31207
"7800",972.12628
"7801",973.94043
"7802",975.17493
"7803",975.7002
"7804",976.3985
"7805",977.14117
"7806",977.97028
"7807",978.89227
"7808",979.81042
"7809",980.72839
"7810",981.64618
"7811",982.45471
"7812",982.82538
"7813",982.84277
"7814",982.7442
"7815",982.21307
"7816",981.79932
"7817",981.41119
"7818",981.22308
"7819",980.81592
"7820",980.01508
"7821",978.71698
"7822",977.50372
"7823",976.68848
"7824",975.89142
"7825",974.87158
"7826",972.70789
"7827",970.49377
"7828",969.05682
"7829",968.52289
"7830",968.23651
"7831",968.466
"7832",967.47418
"7833",965.448
"7834",963.41577
"7835",961.42798
"7836",959.50439
"7837",957.44019
"7838",955.21399
"7839",954.41803
"7840",954.52008
"7841",954.62207
"7842",954.72418
"7843",954.45569
"7844",953.06158
"7845",951.59058
"7846",950.05328
"7847",947.53247
"7848",944.4234
"7849",941.43628
"7850",938.45129
"7851",935.46619
"7852",932.4812
"7853",929.49622
"7854",926.51947
"7855",924.97113
"7856",923.98999
"7857",923.08191
"7858",922.34161
"7859",921.90198
"7860",921.45758
"7861",920.70721
"7862",919.39063
"7863",917.79749
"7864",916.20453
"7865",914.61151
"7866",913.13892
"7867",911.76813
"7868",909.94122
"7869",907.34192
"7870",904.74237
"7871",902.03589
"7872",898.89899
"7873",895.34052
"7874",891.7558
"7875",888.17133
"7876",884.44678
"7877",879.7569
"7878",874.48901
"7879",869.25061
"7880",864.01538
"7881",858.78003
"7882",853.72772
"7883",849.07727
"7884",843.89709
"7885",838.68701
"7886",833.47693
"7887",828.47351
"7888",823.70563
"7889",819.05652
"7890",814.4093
"7891",809.76208
"7892",805.09802
"7893",800.42047
"7894",796.55579
"7895",792.80548
"7896",789.0343
"7897",785.263
"7898",781.4917
"7899",777.7204
"7900",773.90387
"7901",769.98578
"7902",766.05261
"7903",762.00848
"7904",757.88782
"7905",753.76703
"7906",749.55981
"7907",744.96588
"7908",740.32971
"7909",735.69348
"7910",731.05731
"7911",726.51099
"7912",723.79712
"7913",721.98999
"7914",720.18292
"7915",718.37579
"7916",716.56873
"7917",714.76147
"7918",712.95441
"7919",711.1701
"7920",709.47937
"7921",942.20313
"7922",945.47729
"7923",948.75153
"7924",951.63208
"7925",954.26599
"7926",956.83801
"7927",959.34198
"7928",961.82019
"7929",964.29523
"7930",966.61951
"7931",968.47778
"7932",970.29199
"7933",972.10608
"7934",973.92029
"7935",975.16577
"7936",975.86761
"7937",976.70947
"7938",977.62152
"7939",978.45673
"7940",979.27362
"7941",980.02087
"7942",980.73669
"7943",981.45251
"7944",982.28583
"7945",983.4408
"7946",984.12872
"7947",984.00989
"7948",983.62183
"7949",983.23358
"7950",982.97302
"7951",982.46442
"7952",981.30109
"7953",979.97308
"7954",978.70972
"7955",977.84448
"7956",977.04742
"7957",976.25043
"7958",975.43347
"7959",974.20587
"7960",972.80078
"7961",972.18182
"7962",971.68982
"7963",971.56049
"7964",969.97711
"7965",967.98907
"7966",966.06659
"7967",964.15918
"7968",962.08118
"7969",959.85382
"7970",957.62628
"7971",956.8504
"7972",956.95251
"7973",957.0545
"7974",957.11761
"7975",956.13123
"7976",954.66022
"7977",953.19141
"7978",951.82861
"7979",950.48651
"7980",948.31818
"7981",945.37738
"7982",942.42072
"7983",939.46411
"7984",936.50739
"7985",933.55078
"7986",930.59412
"7987",929.0213
"7988",927.92212
"7989",926.80511
"7990",925.73822
"7991",925.32178
"7992",924.90411
"7993",924.03101
"7994",922.45532
"7995",920.8623
"7996",919.26923
"7997",917.67621
"7998",916.17572
"7999",914.75488
"8000",912.44598
"8001",909.84668
"8002",907.23633
"8003",904.40698
"8004",901.49652
"8005",898.25848
"8006",894.67401
"8007",890.69318
"8008",885.62128
"8009",880.34662
"8010",875.07648
"8011",869.836
"8012",864.60059
"8013",859.3894
"8014",854.70721
"8015",850.18481
"8016",845.0918
"8017",839.88171
"8018",834.7359
"8019",829.88458
"8020",825.08752
"8021",820.41779
"8022",815.77063
"8023",811.12341
"8024",806.4762
"8025",801.56702
"8026",797.53308
"8027",793.97778
"8028",790.42261
"8029",786.82898
"8030",783.16559
"8031",779.49701
"8032",775.74078
"8033",771.83118
"8034",767.74982
"8035",763.62903
"8036",759.5083
"8037",755.38757
"8038",751.2616
"8039",746.78912
"8040",742.15302
"8041",737.51672
"8042",732.948
"8043",728.51129
"8044",724.73077
"8045",722.82013
"8046",721.01288
"8047",719.20581
"8048",717.39868
"8049",715.59741
"8050",713.86829
"8051",712.23181
"8052",710.63177
"8053",940.79077
"8054",944.065
"8055",947.33917
"8056",950.45831
"8057",953.0271
"8058",955.50629
"8059",957.98132
"8060",960.4563
"8061",962.88159
"8062",964.82928
"8063",966.64349
"8064",968.45758
"8065",970.27179
"8066",972.08588
"8067",973.88251
"8068",975.15009
"8069",975.92297
"8070",976.63892
"8071",977.35468
"8072",978.0705
"8073",978.78632
"8074",979.50208
"8075",980.2179
"8076",980.9707
"8077",982.07452
"8078",983.27802
"8079",984.64392
"8080",985.29352
"8081",985.05609
"8082",984.71057
"8083",983.88531
"8084",982.55731
"8085",981.22931
"8086",979.91577
"8087",979.00049
"8088",978.20343
"8089",977.40637
"8090",976.56549
"8091",975.9519
"8092",975.44012
"8093",975.18469
"8094",974.8573
"8095",974.35303
"8096",972.6275
"8097",970.72632
"8098",968.81378
"8099",966.72089
"8100",964.49353
"8101",962.26617
"8102",960.0387
"8103",959.28271
"8104",959.38483
"8105",959.48682
"8106",959.14728
"8107",957.72961
"8108",956.25861
"8109",954.88849
"8110",953.6156
"8111",952.34277
"8112",951.06989
"8113",949.34271
"8114",946.57178
"8115",943.61511
"8116",940.65839
"8117",937.70178
"8118",934.74512
"8119",933.17529
"8120",932.07599
"8121",930.52332
"8122",928.87921
"8123",928.48322
"8124",928.0639
"8125",926.90839
"8126",925.45422
"8127",923.92493
"8128",922.33398
"8129",920.74103
"8130",919.21228
"8131",917.51312
"8132",914.95081
"8133",912.35052
"8134",909.67493
"8135",906.77643
"8136",903.86591
"8137",900.92383
"8138",896.71722
"8139",891.48572
"8140",886.211
"8141",880.93628
"8142",875.664
"8143",870.4212
"8144",865.18591
"8145",860.19672
"8146",855.72748
"8147",851.27441
"8148",846.28662
"8149",841.078
"8150",836.11298
"8151",831.29578
"8152",826.47931
"8153",821.77917
"8154",817.13202
"8155",812.48468
"8156",807.6969
"8157",802.59778
"8158",798.2489
"8159",794.69373
"8160",791.13843
"8161",787.58319
"8162",784.02802
"8163",780.47278
"8164",777.00818
"8165",773.42169
"8166",769.33978
"8167",765.24579
"8168",761.12891
"8169",757.00812
"8170",752.88739
"8171",748.60608
"8172",743.9762
"8173",739.40503
"8174",734.96753
"8175",730.54352
"8176",726.19238
"8177",723.65009
"8178",721.84302
"8179",720.03589
"8180",718.26831
"8181",716.61823
"8182",715.02173
"8183",713.43542
"8184",711.84912
"8185",939.65637
"8186",942.95001
"8187",946.19873
"8188",949.09698
"8189",951.66742
"8190",954.1424
"8191",956.61737
"8192",959.09027
"8193",961.18079
"8194",962.995
"8195",964.80908
"8196",966.62329
"8197",968.42688
"8198",970.21149
"8199",971.82941
"8200",973.24841
"8201",974.4411
"8202",975.38977
"8203",976.12012
"8204",976.83588
"8205",977.5517
"8206",978.26752
"8207",978.98328
"8208",979.69922
"8209",980.69159
"8210",981.8974
"8211",983.28772
"8212",984.71771
"8213",986.01672
"8214",986.32062
"8215",985.14142
"8216",983.81348
"8217",982.48541
"8218",981.15729
"8219",980.15649
"8220",979.35938
"8221",978.5412
"8222",977.6524
"8223",977.08331
"8224",976.45892
"8225",976.23682
"8226",976.05402
"8227",975.64191
"8228",974.96771
"8229",973.46863
"8230",971.36072
"8231",969.13342
"8232",966.90601
"8233",964.67853
"8234",962.45099
"8235",961.71503
