fid,w46585_s10
"3462",857.75629
"3463",859.16992
"3464",861.43988
"3465",863.88263
"3466",864.83087
"3467",864.14581
"3468",863.49591
"3469",863.57373
"3470",863.48889
"3471",862.28522
"3472",860.25812
"3473",858.18011
"3474",855.82501
"3475",853.03821
"3476",850.1969
"3477",847.27252
"3478",844.18573
"3479",840.96777
"3480",837.7478
"3481",836.65143
"3482",837.28912
"3483",837.00952
"3484",836.71033
"3485",836.45978
"3486",835.18268
"3487",833.35162
"3488",832.88062
"3489",832.66071
"3490",831.97369
"3491",832.33228
"3492",833.18073
"3493",833.95032
"3494",834.23468
"3495",834.46631
"3496",834.68457
"3497",834.90259
"3498",834.909
"3499",833.75171
"3500",832.42963
"3501",831.44849
"3502",829.85608
"3503",826.73041
"3504",824.0993
"3505",821.88867
"3506",819.30267
"3507",816.65771
"3508",814.73352
"3509",814.63031
"3510",816.39587
"3511",818.15009
"3512",819.25122
"3513",820.14581
"3514",820.74658
"3515",820.13013
"3516",818.81989
"3517",817.28271
"3518",814.90912
"3519",812.67157
"3520",810.44818
"3521",808.22467
"3522",806.00128
"3523",803.77789
"3524",801.5675
"3525",799.61359
"3526",797.98279
"3527",795.91901
"3528",792.67407
"3529",789.50269
"3530",786.4021
"3531",783.12549
"3532",779.05072
"3533",775.04187
"3534",771.8584
"3535",768.79773
"3536",765.46393
"3537",761.49402
"3538",757.51892
"3539",753.54388
"3540",749.74939
"3541",746.7099
"3542",743.74182
"3543",740.77362
"3544",737.91699
"3545",735.3031
"3546",732.39551
"3547",728.99182
"3548",725.39941
"3549",719.16028
"3550",712.48102
"3551",706.4953
"3552",700.94849
"3553",698.6546
"3554",697.14227
"3555",695.63
"3556",694.11768
"3557",692.60529
"3558",691.09302
"3559",689.58069
"3560",688.06842
"3561",686.55603
"3562",685.04431
"3563",683.54797
"3564",682.06671
"3565",884.65808
"3566",886.05029
"3567",887.44263
"3568",888.79303
"3569",889.83142
"3570",891.47571
"3571",893.0509
"3572",892.77173
"3573",893.35352
"3574",894.06403
"3575",894.77441
"3576",893.71417
"3577",890.69348
"3578",889.08502
"3579",888.78802
"3580",889.58789
"3581",888.09521
"3582",886.40417
"3583",886.2533
"3584",886.21362
"3585",885.73749
"3586",884.14539
"3587",882.28558
"3588",879.12939
"3589",874.91028
"3590",870.40143
"3591",865.84021
"3592",862.89252
"3593",862.8291
"3594",863.27692
"3595",863.72668
"3596",864.92902
"3597",867.26971
"3598",868.39673
"3599",867.64172
"3600",866.81982
"3601",866.69061
"3602",866.47821
"3603",864.81372
"3604",862.7226
"3605",860.26038
"3606",857.43347
"3607",854.64313
"3608",851.90228
"3609",848.5376
"3610",845.31842
"3611",842.09839
"3612",839.91888
"3613",840.48102
"3614",840.98621
"3615",840.57422
"3616",840.2121
"3617",839.82532
"3618",838.22333
"3619",836.36328
"3620",835.97528
"3621",835.2771
"3622",834.86218
"3623",835.14642
"3624",835.88757
"3625",836.6488
"3626",836.93658
"3627",837.19263
"3628",837.41083
"3629",837.62903
"3630",837.36963
"3631",836.04279
"3632",834.91821
"3633",834.13141
"3634",832.30847
"3635",829.18292
"3636",826.0871
"3637",823.66461
"3638",821.5769
"3639",819.09222
"3640",817.53967
"3641",818.90259
"3642",820.66821
"3643",822.43372
"3644",823.55847
"3645",824.31342
"3646",824.95898
"3647",824.46301
"3648",823.34479
"3649",821.95831
"3650",819.67548
"3651",817.36041
"3652",815.13678
"3653",812.91339
"3654",810.68988
"3655",808.46649
"3656",806.2431
"3657",803.99518
"3658",801.59833
"3659",799.00159
"3660",795.927
"3661",792.83771
"3662",789.70209
"3663",785.84747
"3664",781.68658
"3665",777.52582
"3666",773.80151
"3667",770.73669
"3668",767.16821
"3669",763.19318
"3670",759.21808
"3671",755.24323
"3672",751.27759
"3673",747.97882
"3674",745.01062
"3675",742.05322
"3676",739.3465
"3677",736.48682
"3678",733.09912
"3679",729.6626
"3680",726.23431
"3681",721.21478
"3682",715.36511
"3683",709.51538
"3684",703.66571
"3685",699.44159
"3686",697.9231
"3687",696.41083
"3688",694.89838
"3689",693.38611
"3690",691.87378
"3691",690.36151
"3692",688.84912
"3693",687.3385
"3694",685.84552
"3695",684.3642
"3696",682.88281
"3697",889.09882
"3698",890.49109
"3699",891.88318
"3700",893.27539
"3701",894.66772
"3702",895.95148
"3703",897.29492
"3704",897.71057
"3705",898.42108
"3706",899.07922
"3707",899.69629
"3708",899.89722
"3709",899.40472
"3710",899.09058
"3711",898.81299
"3712",897.40802
"3713",895.31512
"3714",893.58282
"3715",893.26428
"3716",892.18549
"3717",890.32581
"3718",888.46613
"3719",886.60638
"3720",883.63879
"3721",879.47528
"3722",875.2674
"3723",870.78027
"3724",868.11798
"3725",868.43549
"3726",868.88342
"3727",869.33118
"3728",869.77887
"3729",870.78497
"3730",871.96259
"3731",871.13751
"3732",870.28741
"3733",869.80731
"3734",869.25629
"3735",867.23822
"3736",864.66248
"3737",861.94153
"3738",859.4353
"3739",857.00787
"3740",853.46082
"3741",849.6449
"3742",846.4826
"3743",843.54181
"3744",843.53778
"3745",844.31073
"3746",844.58868
"3747",844.13867
"3748",843.73767
"3749",843.11438
"3750",841.15222
"3751",839.37512
"3752",839.01581
"3753",837.79291
"3754",837.75061
"3755",838.02863
"3756",838.59448
"3757",839.3468
"3758",839.63452
"3759",839.91193
"3760",840.13702
"3761",840.35529
"3762",839.66711
"3763",838.4209
"3764",837.59161
"3765",836.81427
"3766",834.76093
"3767",831.63531
"3768",828.50958
"3769",825.47351
"3770",823.2948
"3771",821.3335
"3772",821.16107
"3773",822.83643
"3774",824.42407
"3775",825.83612
"3776",826.35437
"3777",826.77722
"3778",827.20001
"3779",827.13788
"3780",826.46777
"3781",825.79773
"3782",824.31348
"3783",822.05957
"3784",819.8255
"3785",817.56409
"3786",815.15369
"3787",812.7002
"3788",810.0976
"3789",807.4765
"3790",804.82361
"3791",802.09277
"3792",799.24823
"3793",796.18408
"3794",792.64429
"3795",788.48352
"3796",784.32257
"3797",780.16168
"3798",776.04712
"3799",772.64471
"3800",768.86731
"3801",764.8924
"3802",760.91742
"3803",756.94238
"3804",752.96729
"3805",749.27362
"3806",746.27942
"3807",743.4032
"3808",740.57813
"3809",737.20618
"3810",733.77551
"3811",730.37128
"3812",727.07257
"3813",723.43182
"3814",718.30841
"3815",712.53558
"3816",706.68591
"3817",701.09222
"3818",698.70392
"3819",697.19153
"3820",695.6792
"3821",694.16687
"3822",692.6546
"3823",691.14227
"3824",689.63269
"3825",688.14288
"3826",686.66162
"3827",685.13379
"3828",683.42102
"3829",893.53949
"3830",894.9317
"3831",896.32391
"3832",897.71613
"3833",899.0816
"3834",900.34851
"3835",901.45398
"3836",902.0473
"3837",902.5708
"3838",903.09442
"3839",903.61792
"3840",903.88202
"3841",903.77478
"3842",903.61859
"3843",903.17102
"3844",902.18347
"3845",901.19598
"3846",899.96613
"3847",898.36603
"3848",896.50629
"3849",894.64648
"3850",892.7868
"3851",890.92719
"3852",888.14832
"3853",883.98468
"3854",879.82123
"3855",875.62158
"3856",873.60242
"3857",874.10992
"3858",874.6261
"3859",875.1424
"3860",875.65869
"3861",876.17499
"3862",875.89288
"3863",874.78638
"3864",873.7832
"3865",873.05029
"3866",871.758
"3867",869.26172
"3868",866.84668
"3869",864.53381
"3870",862.15802
"3871",858.76593
"3872",854.77557
"3873",850.81622
"3874",847.5379
"3875",846.26392
"3876",847.22278
"3877",848.13428
"3878",848.15332
"3879",847.70343
"3880",847.27039
"3881",846.16937
"3882",844.08112
"3883",842.38678
"3884",841.69452
"3885",840.39819
"3886",840.63922
"3887",840.91711
"3888",841.32977
"3889",842.04468
"3890",842.33252
"3891",842.62018
"3892",842.86328
"3893",842.99261
"3894",841.98511
"3895",841.05182
"3896",840.27448
"3897",839.49719
"3898",837.21332
"3899",834.08771
"3900",830.96198
"3901",828.15491
"3902",825.9397
"3903",823.92242
"3904",824.14142
"3905",825.60791
"3906",826.95288
"3907",828.15387
"3908",828.44891
"3909",828.81281
"3910",829.23547
"3911",829.41803
"3912",828.78198
"3913",828.11188
"3914",827.06982
"3915",825.78418
"3916",823.62299
"3917",821.00482
"3918",818.38373
"3919",815.76251
"3920",813.1413
"3921",810.5105
"3922",807.79352
"3923",805.05701
"3924",802.32062
"3925",799.17438
"3926",795.12598
"3927",790.96661
"3928",786.80731
"3929",782.64789
"3930",778.48859
"3931",774.45392
"3932",770.56122
"3933",766.59161
"3934",762.61658
"3935",758.64148
"3936",754.6665
"3937",750.73749
"3938",747.55243
"3939",744.66931
"3940",741.31952
"3941",737.91632
"3942",734.53522
"3943",731.177
"3944",728.02148
"3945",724.69592
"3946",720.20721
"3947",715.35309
"3948",709.70599
"3949",703.85638
"3950",699.52618
"3951",697.97241
"3952",696.46002
"3953",694.94781
"3954",693.43542
"3955",691.92688
"3956",690.44043
"3957",688.92743
"3958",687.24731
"3959",685.42719
"3960",683.60229
"3961",897.98022
"3962",899.3269
"3963",900.58759
"3964",901.74982
"3965",902.87927
"3966",904.00891
"3967",905.10669
"3968",905.78149
"3969",906.30511
"3970",906.82861
"3971",907.29218
"3972",907.46692
"3973",907.39172
"3974",907.23547
"3975",906.57739
"3976",905.5899
"3977",904.54993
"3978",903.82397
"3979",902.42688
"3980",900.72961
"3981",898.9549
"3982",897.10748
"3983",895.2478
"3984",892.65778
"3985",888.4942
"3986",884.59778
"3987",882.08008
"3988",881.03888
"3989",881.07037
"3990",881.65509
"3991",882.23993
"3992",882.82471
"3993",882.9967
"3994",881.3855
"3995",880.01642
"3996",878.65363
"3997",876.96991
"3998",874.30511
"3999",871.94513
"4000",869.63232
"4001",867.30811
"4002",864.07111
"4003",860.08081
"4004",856.09052
"4005",852.11731
"4006",849.72638
"4007",849.37811
"4008",850.59558
"4009",852.31183
"4010",852.38647
"4011",851.76141
"4012",851.0387
"4013",849.12952
"4014",847.00989
"4015",845.38373
"4016",843.99579
"4017",843.24982
"4018",843.52759
"4019",843.80548
"4020",844.12762
"4021",844.74268
"4022",845.03052
"4023",845.31818
"4024",845.58759
"4025",845.50122
"4026",844.51202
"4027",843.73468
"4028",842.9574
"4029",842.17169
"4030",839.66577
"4031",836.5401
"4032",833.66217
"4033",831.26721
"4034",829.08649
"4035",826.75909
"4036",826.70721
"4037",828.0365
"4038",829.36578
"4039",830.46838
"4040",830.6402
"4041",830.85059
"4042",831.27112
"4043",831.59363
"4044",831.09637
"4045",830.42627
"4046",829.3808
"4047",828.04321
"4048",826.19751
"4049",824.01563
"4050",821.42743
"4051",818.80621
"4052",816.18433
"4053",813.4942
"4054",810.75769
"4055",807.77869
"4056",804.30249
"4057",800.56592
"4058",796.49799
"4059",792.34021
"4060",788.18231
"4061",784.02448
"4062",779.89642
"4063",775.8418
"4064",771.91382
"4065",768.0235
"4066",764.1333
"4067",760.23279
"4068",756.30072
"4069",752.3681
"4070",748.78607
"4071",745.46112
"4072",742.08038
"4073",738.7005
"4074",735.32062
"4075",732.08942
"4076",728.97961
"4077",725.8515
"4078",721.64313
"4079",716.9826
"4080",712.24982
"4081",706.8764
"4082",701.2475
"4083",698.75317
"4084",697.24078
"4085",695.72852
"4086",694.2226
"4087",692.71918
"4088",691.06531
"4089",689.25812
"4090",687.43329
"4091",685.60852
"4092",683.78351
"4093",901.96411
"4094",903.09363
"4095",904.22308
"4096",905.35272
"4097",906.48212
"4098",907.61157
"4099",908.70221
"4100",909.51581
"4101",910.03931
"4102",910.56293
"4103",910.88971
"4104",911.03131
"4105",911.00848
"4106",910.80792
"4107",909.98383
"4108",908.97119
"4109",907.78558
"4110",907.62231
"4111",906.32971
"4112",904.64978
"4113",902.96997
"4114",901.28741
"4115",899.53717
"4116",897.22272
"4117",894.30627
"4118",892.59961
"4119",891.04791
"4120",889.97827
"4121",889.21509
"4122",889.03497
"4123",889.56128
"4124",890.05621
"4125",888.8587
"4126",887.00232
"4127",885.62073
"4128",884.02228
"4129",880.92749
"4130",877.7666
"4131",874.81958
"4132",872.41772
"4133",869.36169
"4134",865.42578
"4135",861.5661
"4136",857.79248
"4137",854.22449
"4138",854.43103
"4139",854.05151
"4140",855.40918
"4141",857.29419
"4142",857.33838
"4143",856.71332
"4144",855.13757
"4145",852.53082
"4146",850.02032
"4147",848.11182
"4148",846.3269
"4149",846.13818
"4150",846.41608
"4151",846.69409
"4152",846.97198
"4153",847.44067
"4154",847.72839
"4155",848.01617
"4156",848.30078
"4157",848.00677
"4158",847.19489
"4159",846.4176
"4160",845.64032
"4161",844.75983
"4162",842.11823
"4163",839.20209
"4164",836.70032
"4165",834.42792
"4166",832.14459
"4167",829.02808
"4168",829.12012
"4169",830.4494
"4170",831.77869
"4171",832.76318
"4172",832.85632
"4173",832.96149
"4174",833.30682
"4175",833.72961
"4176",833.41058
"4177",832.74048
"4178",831.69171
"4179",830.26038
"4180",828.38049
"4181",826.50049
"4182",824.40833
"4183",821.84991
"4184",819.19122
"4185",816.23029
"4186",812.76862
"4187",809.05243
"4188",805.33612
"4189",801.61981
"4190",797.65442
"4191",793.49658
"4192",789.33868
"4193",785.22278
"4194",781.1676
"4195",777.11768
"4196",773.14398
"4197",769.25378
"4198",765.36359
"4199",761.47339
"4200",757.58319
"4201",753.63751
"4202",749.677
"4203",746.24579
"4204",742.86578
"4205",739.48602
"4206",736.17212
"4207",733.04742
"4208",729.93768
"4209",726.82788
"4210",723.07892
"4211",718.41852
"4212",713.75787
"4213",709.09741
"4214",703.97113
"4215",699.61078
"4216",698.02161
"4217",696.51343
"4218",694.88318
"4219",693.08917
"4220",691.26172
"4221",689.39789
"4222",687.52441
"4223",685.62909
"4224",683.70697
"4225",905.56677
"4226",906.69641
"4227",907.82593
"4228",908.95538
"4229",910.0849
"4230",911.21442
"4231",912.29211
"4232",913.23077
"4233",913.77362
"4234",914.25592
"4235",914.45172
"4236",914.59332
"4237",914.62543
"4238",914.3194
"4239",913.39008
"4240",912.10779
"4241",911.23877
"4242",911.38538
"4243",910.23248
"4244",908.55267
"4245",906.8728
"4246",905.19299
"4247",903.54169
"4248",902.10968
"4249",901.25598
"4250",900.42981
"4251",899.34137
"4252",898.60669
"4253",898.07739
"4254",897.45972
"4255",897.02588
"4256",896.46301
"4257",894.48822
"4258",892.61908
"4259",891.02887
"4260",888.00983
"4261",884.67133
"4262",881.53772
"4263",878.40662
"4264",874.82648
"4265",871.15472
"4266",867.42572
"4267",863.69647
"4268",859.96753
"4269",857.41559
"4270",859.29608
"4271",859.30573
"4272",860.46637
"4273",862.27661
"4274",862.29041
"4275",861.24908
"4276",858.77802
"4277",856.16962
"4278",853.44672
"4279",850.6604
"4280",848.82452
"4281",848.80389
"4282",849.08893
"4283",849.37378
"4284",849.9762
"4285",850.646
"4286",851.11328
"4287",851.61517
"4288",851.68573
"4289",850.69489
"4290",849.89319
"4291",849.10052
"4292",848.32312
"4293",847.32751
"4294",844.74213
"4295",842.22583
"4296",839.79938
"4297",837.53021
"4298",834.42603
"4299",831.23547
"4300",831.5564
"4301",832.8623
"4302",834.19159
"4303",834.98419
"4304",835.07239
"4305",835.16052
"4306",835.35107
"4307",835.76508
"4308",835.72491
"4309",835.05481
"4310",834.00262
"4311",832.44342
"4312",830.56348
"4313",828.68347
"4314",826.80359
"4315",824.70282
"4316",821.27759
"4317",817.51849
"4318",813.80219
"4319",810.08588
"4320",806.36963
"4321",802.65332
"4322",798.80713
"4323",794.65369
"4324",790.54932
"4325",786.49829
"4326",782.44843
"4327",778.39862
"4328",774.38147
"4329",770.48407
"4330",766.59387
"4331",762.70367
"4332",758.72247
"4333",754.61731
"4334",750.54797
"4335",747.03131
"4336",743.65118
"4337",740.28748
"4338",737.1153
"4339",734.00549
"4340",730.89581
"4341",727.78601
"4342",724.40167
"4343",719.85431
"4344",715.19379
"4345",710.53333
"4346",705.8728
"4347",701.20221
"4348",698.66913
"4349",696.83929
"4350",694.95313
"4351",693.03101
"4352",691.10883
"4353",689.18671
"4354",687.26459
"4355",685.34241
"4356",683.42029
"4357",909.1604
"4358",910.29907
"4359",911.42859
"4360",912.55823
"4361",913.68768
"4362",914.81403
"4363",915.88202
"4364",916.89288
"4365",917.50781
"4366",917.87219
"4367",918.01367
"4368",918.15521
"4369",918.23218
"4370",917.784
"4371",916.5954
"4372",915.15082
"4373",914.93237
"4374",915.07898
"4375",914.13538
"4376",912.45551
"4377",910.77557
"4378",909.14929
"4379",907.7085
"4380",906.29968
"4381",904.97711
"4382",904.24237
"4383",903.61737
"4384",903.09698
"4385",902.79858
"4386",902.50317
"4387",902.19928
"4388",901.25159
"4389",899.80658
"4390",898.0766
"4391",895.13483
"4392",891.71442
"4393",888.44012
"4394",885.29633
"4395",881.31421
"4396",876.51221
"4397",873.16669
"4398",869.60059
"4399",865.87152
"4400",862.14252
"4401",861.37061
"4402",864.09808
"4403",864.57593
"4404",865.71759
"4405",867.24951
"4406",867.13397
"4407",865.02521
"4408",862.33691
"4409",859.51569
"4410",856.85028
"4411",854.31891
"4412",853.43921
"4413",853.16669
"4414",853.00208
"4415",854.27948
"4416",855.57452
"4417",856.3761
"4418",857.02283
"4419",856.65088
"4420",854.80212
"4421",853.52551
"4422",852.70459
"4423",851.88361
"4424",851.06262
"4425",850.00372
"4426",847.75311
"4427",845.28491
"4428",842.91571
"4429",839.94421
"4430",836.35742
"4431",833.44281
"4432",834.00458
"4433",835.27521
"4434",836.60449
"4435",837.20032
"4436",837.28851
"4437",837.37659
"4438",837.47528
"4439",837.80078
"4440",837.99481
"4441",837.36908
"4442",836.31128
"4443",834.62628
"4444",832.7464
"4445",830.86652
"4446",829.08728
"4447",826.99597
"4448",823.74298
"4449",819.73578
"4450",815.68988
"4451",811.65253
"4452",807.73859
"4453",803.85748
"4454",799.94208
"4455",795.87878
"4456",791.82898
"4457",787.77911
"4458",783.72919
"4459",779.67932
"4460",775.63702
"4461",771.71442
"4462",767.81787
"4463",763.80713
"4464",759.69061
"4465",755.57397
"4466",751.4574
"4467",747.81671
"4468",744.43683
"4469",741.18311
"4470",738.07343
"4471",734.96362
"4472",731.85388
"4473",728.74408
"4474",725.58667
"4475",721.29022
"4476",716.62958
"4477",711.96918
"4478",707.29077
"4479",702.47681
"4480",698.97449
"4481",696.90363
"4482",694.84741
"4483",692.8468
"4484",690.85028
"4485",688.90002
"4486",686.97778
"4487",685.05573
"4488",683.13348
"4489",912.47522
"4490",913.81659
"4491",915.03137
"4492",916.16089
"4493",917.29053
"4494",918.41028
"4495",919.47192
"4496",920.52362
"4497",921.2196
"4498",921.4342
"4499",921.57568
"4500",921.71722
"4501",921.82172
"4502",921.07147
"4503",919.57452
"4504",918.51929
"4505",918.6261
"4506",918.77283
"4507",918.03821
"4508",916.35828
"4509",914.77448
"4510",913.34778
"4511",911.93909
"4512",910.5304
"4513",909.12158
"4514",907.90601
"4515",907.2287
"4516",906.6333
"4517",906.2851
"4518",905.98969
"4519",905.61981
"4520",904.58508
"4521",903.40308
"4522",901.58197
"4523",898.79279
"4524",895.42212
"4525",892.14111
"4526",888.0022
"4527",883.1615
"4528",878.32092
"4529",874.26331
"4530",871.62958
"4531",868.04657
"4532",864.51141
"4533",865.82581
"4534",868.80603
"4535",869.92517
"4536",871.07727
"4537",872.30219
"4538",871.26331
"4539",868.69421
"4540",866.20813
"4541",863.85687
"4542",861.50568
"4543",859.15448
"4544",859.40729
"4545",860.13977
"4546",859.64221
"4547",860.66992
"4548",861.78162
"4549",862.36621
"4550",861.61609
"4551",859.61652
"4552",857.61572
"4553",856.35919
"4554",855.53821
"4555",854.7171
"4556",853.86621
"4557",852.38068
"4558",850.55042
"4559",848.35028
"4560",845.45502
"4561",841.87561
"4562",838.28882
"4563",835.65009
"4564",836.47028
"4565",837.68817
"4566",839.00519
"4567",839.41638
"4568",839.50458
"4569",839.59271
"4570",839.68079
"4571",839.85168
"4572",840.16968
"4573",839.68341
"4574",838.57208
"4575",836.80933
"4576",834.92932
"4577",833.11572
"4578",831.72583
"4579",829.06952
"4580",826.21149
"4581",822.6731
"4582",818.6272
"4583",814.58118
"4584",810.53528
"4585",806.48938
"4586",801.88239
"4587",797.31372
"4588",793.21252
"4589",789.11951
"4590",785.04388
"4591",780.96838
"4592",776.91028
"4593",772.92651
"4594",768.88019
"4595",764.76367
"4596",760.64722
"4597",756.53058
"4598",752.41412
"4599",748.60211
"4600",745.27148
"4601",742.14117
"4602",739.03149
"4603",735.92181
"4604",732.81201
"4605",729.70221
"4606",726.59253
"4607",722.72607
"4608",718.06561
"4609",713.35352
"4610",708.48022
"4611",703.57349
"4612",699.46161
"4613",697.36652
"4614",695.29572
"4615",693.22479
"4616",691.15387
"4617",689.08313
"4618",687.01233
"4619",684.95441
"4620",682.95239
"4621",915.63678
"4622",917.01959
"4623",918.38788
"4624",919.70648
"4625",920.89319
"4626",922.00671
"4627",923.06183
"4628",924.1073
"4629",924.83588
"4630",924.9809
"4631",925.12
"4632",925.25909
"4633",925.32617
"4634",924.08423
"4635",922.56091
"4636",922.17322
"4637",922.31982
"4638",922.46637
"4639",921.94452
"4640",920.39978
"4641",918.98718
"4642",917.57861
"4643",916.1698
"4644",914.76099
"4645",913.35217
"4646",911.94348
"4647",910.85132
"4648",910.2149
"4649",909.77161
"4650",909.4762
"4651",909.02979
"4652",907.91852
"4653",906.48969
"4654",904.17548
"4655",901.78088
"4656",898.95898
"4657",894.67401
"4658",889.83331
"4659",884.99261
"4660",880.15192
"4661",875.53741
"4662",872.74878
"4663",870.09009
"4664",867.73523
"4665",870.28088
"4666",873.20477
"4667",875.04132
"4668",875.99182
"4669",876.78339
"4670",875.68127
"4671",873.39172
"4672",871.0437
"4673",868.69238
"4674",866.34131
"4675",863.99011
"4676",864.7168
"4677",867.11121
"4678",866.34027
"4679",867.0351
"4680",867.633
"4681",866.4317
"4682",864.43091
"4683",862.43011
"4684",860.4292
"4685",859.19269
"4686",858.37183
"4687",857.55078
"4688",856.37769
"4689",854.60101
"4690",852.80969
"4691",850.3869
"4692",847.3363
"4693",843.80688
"4694",840.22021
"4695",837.92877
"4696",838.95349
"4697",840.10101
"4698",841.33228
"4699",841.63251
"4700",841.72058
"4701",841.80878
"4702",841.89697
"4703",841.98901
"4704",842.2948
"4705",841.99762
"4706",840.81897
"4707",838.99231
"4708",837.14429
"4709",835.99683
"4710",833.99872
"4711",831.14282
"4712",828.28693
"4713",825.34747
"4714",821.56458
"4715",817.51862
"4716",813.47272
"4717",809.24738
"4718",803.95581
"4719",798.88922
"4720",794.76459
"4721",790.66339
"4722",786.56219
"4723",782.46088
"4724",778.28247
"4725",773.75812
"4726",769.711
"4727",765.63757
"4728",761.55609
"4729",757.47449
"4730",753.37073
"4731",749.42328
"4732",746.20898
"4733",743.0993
"4734",739.98962
"4735",736.87982
"4736",733.77008
"4737",730.66028
"4738",727.55048
"4739",724.10211
"4740",719.38147
"4741",714.48358
"4742",709.5769
"4743",704.67023
"4744",700.18628
"4745",697.82928
"4746",695.75848
"4747",693.68762
"4748",691.61682
"4749",689.54602
"4750",687.4751
"4751",685.40417
"4752",683.33337
"4753",918.40112
"4754",920.19568
"4755",921.56403
"4756",922.93219
"4757",924.29858
"4758",925.52667
"4759",926.50159
"4760",927.4577
"4761",928.2121
"4762",928.43549
"4763",928.57208
"4764",928.70892
"4765",928.69733
"4766",927.28809
"4767",925.89111
"4768",925.90143
"4769",926.05249
"4770",926.20477
"4771",925.89758
"4772",924.59113
"4773",923.2179
"4774",921.8092
"4775",920.40033
"4776",918.99158
"4777",917.58289
"4778",916.17407
"4779",914.77441
"4780",913.82611
"4781",913.27222
"4782",912.96259
"4783",912.42719
"4784",911.20642
"4785",909.16357
"4786",906.76898
"4787",904.42651
"4788",901.37408
"4789",896.71997
"4790",891.81152
"4791",886.91028
"4792",882.03442
"4793",877.15979
"4794",873.79907
"4795",871.7085
"4796",871.24127
"4797",873.85931
"4798",876.52759
"4799",878.85828
"4800",879.75891
"4801",880.50372
"4802",880.12152
"4803",878.02319
"4804",875.80811
"4805",873.52283
"4806",871.17682
"4807",868.82568
"4808",869.93378
"4809",873.37811
"4810",873.22162
"4811",872.83569
"4812",871.24609
"4813",869.24518
"4814",867.24438
"4815",865.24371
"4816",863.2428
"4817",862.02643
"4818",861.20538
"4819",860.27283
"4820",858.61249
"4821",856.76178
"4822",854.12848
"4823",850.88702
"4824",848.24652
"4825",845.5141
"4826",842.15161
"4827",840.41199
"4828",841.43689
"4829",842.52588
"4830",843.64673
"4831",843.84857
"4832",843.93683
"4833",844.0249
"4834",844.11298
"4835",844.20117
"4836",844.35242
"4837",844.31201
"4838",843.05261
"4839",841.17529
"4840",839.92212
"4841",838.79797
"4842",836.07208
"4843",833.21619
"4844",830.36023
"4845",827.50427
"4846",824.41022
"4847",820.45587
"4848",816.40448
"4849",811.49298
"4850",806.02521
"4851",800.65851
"4852",796.31677
"4853",792.21558
"4854",788.11438
"4855",783.95477
"4856",779.16968
"4857",774.31091
"4858",770.22778
"4859",766.18127
"4860",762.13483
"4861",758.0882
"4862",754.07159
"4863",750.41339
"4864",747.24438
"4865",744.13593
"4866",741.02753
"4867",737.91901
"4868",734.81049
"4869",731.70209
"4870",728.49219
"4871",724.85211
"4872",720.33557
"4873",715.56372
"4874",710.67358
"4875",705.76691
"4876",700.96613
"4877",698.29218
"4878",696.22131
"4879",694.15051
"4880",692.07971
"4881",690.00879
"4882",687.94031
"4883",685.9574
"4884",684.00739
"4885",920.86353
"4886",923.1051
"4887",924.73541
"4888",926.08911
"4889",927.43378
"4890",928.74518
"4891",929.76508
"4892",930.72119
"4893",931.46692
"4894",931.86078
"4895",932.01123
"4896",932.14789
"4897",932.0777
"4898",930.60968
"4899",929.66931
"4900",929.73608
"4901",929.88843
"4902",930.04053
"4903",929.599
"4904",928.45612
"4905",927.19379
"4906",925.922
"4907",924.59521
"4908",923.22229
"4909",921.81342
"4910",920.40472
"4911",918.99597
"4912",917.63739
"4913",916.82379
"4914",916.4491
"4915",915.76727
"4916",914.13812
"4917",911.76093
"4918",909.48218
"4919",907.10889
"4920",903.24017
"4921",898.88928
"4922",894.00732
"4923",889.03632
"4924",884.00238
"4925",879.16357
"4926",876.81812
"4927",875.03278
"4928",874.27539
"4929",876.87128
"4930",879.58472
"4931",882.23718
"4932",883.51178
"4933",884.22382
"4934",884.17682
"4935",882.54858
"4936",880.34821
"4937",878.14783
"4938",875.93488
"4939",873.65387
"4940",874.93158
"4941",877.95099
"4942",878.17969
"4943",876.58838
"4944",874.09253
"4945",872.05878
"4946",870.05798
"4947",868.05713
"4948",866.05627
"4949",864.85999
"4950",864.03412
"4951",862.62402
"4952",860.71051
"4953",857.88867
"4954",854.64337
"4955",851.39819
"4956",848.63538
"4957",846.22498
"4958",843.59369
"4959",842.93927
"4960",843.92023
"4961",844.974
"4962",845.95648
"4963",846.0647
"4964",846.15277
"4965",846.24103
"4966",846.32922
"4967",846.4173
"4968",846.50549
"4969",846.57068
"4970",845.23822
"4971",843.86719
"4972",843.13373
"4973",841.0014
"4974",838.14551
"4975",835.28961
"4976",832.43359
"4977",829.57782
"4978",826.7218
"4979",823.38312
"4980",818.96649
"4981",813.5625
"4982",808.09448
"4983",802.62677
"4984",797.86902
"4985",793.76782
"4986",789.62708
"4987",784.89868
"4988",779.81787
"4989",774.89313
"4990",770.74408
"4991",766.69757
"4992",762.651
"4993",758.66132
"4994",755.06091
"4995",751.61938
"4996",748.35419
"4997",745.24573
"4998",742.13733
"4999",739.02881
"5000",735.88373
"5001",732.48352
"5002",728.85999
"5003",725.14172
"5004",720.70099
"5005",716.10938
"5006",711.51288
"5007",706.79822
"5008",701.95691
"5009",698.75513
"5010",696.6842
"5011",694.68707
"5012",692.73053
"5013",690.85602
"5014",689.03229
"5015",687.31989
"5016",685.62732
"5017",923.59473
